开始记录数据...	开始记录数据...	程序停止
	t = 69.0 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10993, Y = 0.10268, Z = -0.072344	
	t = 69.1 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.035709, Y = -0.018334, Z = -0.068749	
	t = 69.2 s, 稳定, fc = NaN Hz, Xf = 0.0744, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.087401, Y = -0.073148, Z = 0.13972	
	t = 69.3 s, 稳定, fc = NaN Hz, Xf = 0.0748, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.17946, Y = -0.051954, Z = 0.074701	
	t = 69.4 s, 稳定, fc = NaN Hz, Xf = 0.0753, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.038571, Y = -0.10829, Z = -0.018596	
	t = 69.5 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.078817, Y = 0.07692, Z = 0.078967	
	t = 69.6 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.084662, Y = 0.093242, Z = -0.032978	
	t = 69.7 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.06116, Y = 0.032643, Z = -0.13584	
	t = 69.8 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.14299, Y = -0.051527, Z = 0.066413	
	t = 69.9 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.042955, Y = -0.092699, Z = -0.031394	
	t = 70.0 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.057994, Y = -0.038981, Z = 0.0019401	
	t = 70.1 s, 稳定, fc = NaN Hz, Xf = 0.0720, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.037901, Y = 0.12022, Z = 0.16404	
	t = 70.2 s, 稳定, fc = NaN Hz, Xf = 0.0739, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.028403, Y = 0.0087072, Z = -0.0090899	
	t = 70.3 s, 稳定, fc = NaN Hz, Xf = 0.0753, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.018662, Y = -0.0036564, Z = -0.084959	
	t = 70.4 s, 稳定, fc = NaN Hz, Xf = 0.0730, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.11614, Y = -0.030454, Z = 0.11754	
	t = 70.5 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.10122, Y = -0.12425, Z = -0.1381	
	t = 70.6 s, 稳定, fc = NaN Hz, Xf = 0.0750, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.048435, Y = -0.052075, Z = -0.015123	
	t = 70.7 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.056289, Y = 0.039098, Z = 0.1329	
	t = 70.8 s, 稳定, fc = NaN Hz, Xf = 0.0752, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.054158, Y = 0.061511, Z = 0.0082168	
	t = 70.9 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.055315, Y = -0.055608, Z = -0.039316	
	t = 71.0 s, 稳定, fc = NaN Hz, Xf = 0.0748, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.069318, Y = -0.043853, Z = 0.077443	
	t = 71.1 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.058968, Y = -0.085877, Z = -0.17271	
	t = 71.2 s, 稳定, fc = NaN Hz, Xf = 0.0727, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12192, Y = -0.05573, Z = -0.081059	
	t = 71.3 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.042894, Y = -0.023694, Z = 0.098589	
	t = 71.4 s, 稳定, fc = NaN Hz, Xf = 0.0744, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.057141, Y = 0.25409, Z = -0.12768	
	t = 71.5 s, 稳定, fc = NaN Hz, Xf = 0.0734, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.051053, Y = -0.068459, Z = -0.018657	
	t = 71.6 s, 稳定, fc = NaN Hz, Xf = 0.0716, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.046304, Y = -0.04501, Z = 0.0029151	
	t = 71.7 s, 稳定, fc = NaN Hz, Xf = 0.0722, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.11754, Y = -0.10275, Z = -0.17917	
	t = 71.8 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.19438, Y = -0.064987, Z = 0.080308	
	t = 71.9 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.41405, Y = 0.1349, Z = 0.014067	
	t = 72.0 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.071328, Y = 0.061998, Z = -0.16132	
	t = 72.1 s, 稳定, fc = NaN Hz, Xf = 0.0717, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.16004, Y = 0.048417, Z = -0.11561	
	t = 72.2 s, 稳定, fc = NaN Hz, Xf = 0.0744, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.11985, Y = 0.080392, Z = -0.24937	
	t = 72.3 s, 稳定, fc = NaN Hz, Xf = 0.0697, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.0071539, Y = -0.22048, Z = -0.12999	
	t = 72.4 s, 稳定, fc = NaN Hz, Xf = 0.0698, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.18196, Y = -0.15561, Z = 0.11151	
	t = 72.5 s, 稳定, fc = NaN Hz, Xf = 0.0758, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.01239, Y = -0.027896, Z = 0.086767	
	t = 72.6 s, 稳定, fc = NaN Hz, Xf = 0.0737, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.096961, Y = 0.02034, Z = -0.16582	
	t = 72.7 s, 稳定, fc = NaN Hz, Xf = 0.0695, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.13982, Y = 0.090563, Z = -0.10342	
	t = 72.8 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.025907, Y = 0.11444, Z = -0.12963	
	t = 72.9 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.011173, Y = -0.096962, Z = -0.15656	
	t = 73.0 s, 稳定, fc = NaN Hz, Xf = 0.0715, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.064995, Y = -0.026983, Z = 0.12504	
	t = 73.1 s, 稳定, fc = NaN Hz, Xf = 0.0741, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.040398, Y = 0.14465, Z = -0.0044585	
	t = 73.2 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.19213, Y = -0.02412, Z = -0.1264	
	t = 73.3 s, 稳定, fc = NaN Hz, Xf = 0.0723, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.32248, Y = 0.098846, Z = -0.027128	
	t = 73.4 s, 稳定, fc = NaN Hz, Xf = 0.0767, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.057568, Y = 0.011387, Z = -0.17308	
	t = 73.5 s, 稳定, fc = NaN Hz, Xf = 0.0712, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.053184, Y = -0.13326, Z = -0.20379	
	t = 73.6 s, 稳定, fc = NaN Hz, Xf = 0.0726, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.016043, Y = -0.014071, Z = 0.11766	
	t = 73.7 s, 稳定, fc = NaN Hz, Xf = 0.0747, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.097874, Y = 0.066871, Z = 0.005962	
	t = 73.8 s, 稳定, fc = NaN Hz, Xf = 0.0751, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.20053, Y = 0.072535, Z = -0.13877	
	t = 73.9 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.062987, Y = 0.1251, Z = -0.027493	
	t = 74.0 s, 稳定, fc = NaN Hz, Xf = 0.0732, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.16387, Y = 0.022593, Z = -0.26448	
	t = 74.1 s, 稳定, fc = NaN Hz, Xf = 0.0706, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.12071, Y = -0.17888, Z = -0.11665	
	t = 74.2 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.0041099, Y = -0.00042849, Z = 0.102	
	t = 74.3 s, 稳定, fc = NaN Hz, Xf = 0.0722, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.044721, Y = 0.10256, Z = -0.064544	
	t = 74.4 s, 稳定, fc = NaN Hz, Xf = 0.0715, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.15127, Y = 0.073753, Z = -0.12548	
	t = 74.5 s, 稳定, fc = NaN Hz, Xf = 0.0726, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.013851, Y = 0.25373, Z = -0.10812	
	t = 74.6 s, 稳定, fc = NaN Hz, Xf = 0.0406, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.10305, Y = 0.0051747, Z = -0.045166	
	t = 74.7 s, 稳定, fc = NaN Hz, Xf = 0.0420, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.13708, Y = -0.088679, Z = 0.051362	
	t = 74.8 s, 稳定, fc = NaN Hz, Xf = 0.0428, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.015008, Y = -0.02345, Z = 0.046669	
	t = 74.9 s, 稳定, fc = NaN Hz, Xf = 0.0404, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.085332, Y = 0.11328, Z = -0.10842	
	t = 75.0 s, 稳定, fc = NaN Hz, Xf = 0.0402, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.21879, Y = 0.05944, Z = -0.10367	
	t = 75.1 s, 稳定, fc = NaN Hz, Xf = 0.0397, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.039302, Y = 0.13094, Z = 0.087803	
	t = 75.2 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.11176, Y = -0.019552, Z = -0.10245	
	t = 75.3 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.15304, Y = -0.04294, Z = -0.041875	
	t = 75.4 s, 稳定, fc = NaN Hz, Xf = 0.0736, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.014886, Y = -0.0027429, Z = 0.15593	
	t = 75.5 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0061192, Y = 0.10926, Z = -0.03505	
	t = 75.6 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.01653, Y = 0.091111, Z = 0.026255	
	t = 75.7 s, 稳定, fc = NaN Hz, Xf = 0.0408, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.054828, Y = 0.08569, Z = 0.0091918	
	t = 75.8 s, 稳定, fc = NaN Hz, Xf = 0.0397, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.08728, Y = -0.018456, Z = -0.15126	
	t = 75.9 s, 稳定, fc = NaN Hz, Xf = 0.0728, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.055923, Y = -0.010112, Z = -0.026092	
	t = 76.0 s, 稳定, fc = NaN Hz, Xf = 0.0743, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.045268, Y = 0.05268, Z = 0.099016	
	t = 76.1 s, 稳定, fc = NaN Hz, Xf = 0.0717, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.044903, Y = 0.063277, Z = -0.069054	
	t = 76.2 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.084601, Y = 0.059562, Z = 0.11699	
	t = 76.3 s, 稳定, fc = NaN Hz, Xf = 0.0727, n_new = NaN rpm, pass = 0.0004 s	
